模型,mse,rmse,mae,median_ae,max_ae,r2,mape,bias,std_error,p95,p99,within_05,within_10
base_lstm,0.21669268608093262,0.46550261662093007,0.3973429203033447,0.34142303466796875,1.4457473754882812,0.9943683743476868,1.0590333938598633,0.31236886978149414,0.34513530135154724,0.8410842418670654,0.9226709604263306,70.2224812979695,99.57252501700185
gru,0.22345827519893646,0.47271373493789715,0.40821507573127747,0.3646278381347656,1.2070579528808594,0.9941925406455994,1.096719741821289,0.33674612641334534,0.33175337314605713,0.8199580907821655,0.8883296251296997,68.41218951390913,99.90932348845493
pinn_lstm,0.3521156311035156,0.5933933190587131,0.4789533019065857,0.40856170654296875,2.5245399475097656,0.9908488988876343,1.1710071563720703,-0.26686742901802063,0.5299975275993347,1.166524887084961,1.7553818225860596,63.441173613135135,91.71605298099031
